address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,year_built,garage,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
"300 Holyoke St, San Francisco, CA 94134",3,2,1800,zillow_sf,http://www.zillow.com/homedetails/300-Holyoke-St-San-Francisco-CA-94134/2105127917_zpid/,-122.409,37.7273,43.1594,1928,0,rental,4500,open,,,2015-10-04,Portola,66,SF
"9 Princeton St # HOUSE, San Francisco, CA 94134",3,2,1540,zillow_sf,http://www.zillow.com/homedetails/9-Princeton-St-HOUSE-San-Francisco-CA-94134/2100889662_zpid/,-122.416,37.7301,53.3487,1943,0,rental,4450,open,,,2015-10-10,Portola,66,SF
999 16th Street #15,1,1,1500,climbsf_rented,http://www.climbsf.com/for-rent/999-16th-st-15/,-122.397,37.7662,5.06241,,,rental,3900,closed,,2013-03-26,,Potrero Hill,67,SF
451 Kansas Street #489,0,1,453,climbsf_rented,http://www.climbsf.com/for-rent/451-kansas-st-489/,-122.403,37.7639,21.4412,,,rental,2600,closed,,2013-08-09,,Potrero Hill,67,SF
330 Mississippi Street,3,2,1735,climbsf_rented,http://www.climbsf.com/for-rent/330-mississippi-st/,-122.395,37.7621,38.7995,,,rental,5900,closed,,2014-06-04,,Potrero Hill,67,SF
1661 18th Street,2,2,1050,climbsf_rented,http://www.climbsf.com/for-rent/1661-18th-st/,-122.399,37.7623,10.7957,,,rental,4400,closed,,2014-06-17,,Potrero Hill,67,SF
1047 Mississippi Street #7,1,1,890,climbsf_rented,http://www.climbsf.com/for-rent/1047-mississippi-st-7/,-122.393,37.7532,28.8087,,,rental,3450,closed,,2014-07-02,,Potrero Hill,67,SF
717 San Bruno Avenue,2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/717-san-bruno-ave/,-122.405,37.7603,66.2858,,,rental,3800,closed,,2015-10-04,,Potrero Hill,67,SF
451 Kansas Street #362,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/451-kansas-st-362/,-122.403,37.7639,21.4412,,,rental,3750,closed,,2015-10-04,,Potrero Hill,67,SF
451 Kansas Street #436,0,1,436,climbsf_rented,http://www.climbsf.com/for-rent/451-kansas-st-436/,-122.403,37.7639,21.4412,,,rental,2700,closed,,2014-08-12,,Potrero Hill,67,SF
223 Mississippi Street #2,2,1,2300,climbsf_rented,http://www.climbsf.com/for-rent/223-mississippi-st-2/,-122.395,37.7635,18.0055,,,rental,5700,closed,,2014-11-05,,Potrero Hill,67,SF
743 Rhode Island Street,2,1,1300,climbsf_rented,http://www.climbsf.com/for-rent/743-rhode-island-st/,-122.402,37.7604,64.8289,,,rental,4800,closed,,2014-12-02,,Potrero Hill,67,SF
634 Missouri Street,2,2,1300,climbsf_rented,http://www.climbsf.com/for-rent/634-missouri-st/,-122.396,37.7582,39.6691,,,rental,4600,closed,,2014-12-09,,Potrero Hill,67,SF
451 Kansas Street #571,1,1,778,climbsf_rented,http://www.climbsf.com/for-rent/451-kansas-st-571/,-122.403,37.7639,21.4412,,,rental,3400,closed,,2014-12-09,,Potrero Hill,67,SF
451 Kansas Street #480,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/451-kansas-st-480/,-122.403,37.7639,21.4412,,,rental,4200,closed,,2015-10-04,,Potrero Hill,67,SF
451 Kansas Street #520,0,1,450,climbsf_rented,http://www.climbsf.com/for-rent/451-kansas-st-520/,-122.403,37.7639,21.4412,,,rental,2800,closed,,2015-05-18,,Potrero Hill,67,SF
451 Kansas Street #356,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/451-kansas-st-356/,-122.403,37.7639,21.4412,,,rental,4300,closed,,2015-10-04,,Potrero Hill,67,SF
451 Kansas Street #488,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/451-kansas-st-488/,-122.403,37.7639,21.4412,,,rental,3750,closed,,2015-10-04,,Potrero Hill,67,SF
401 Arkansas Street,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/401-arkansas-st/,-122.398,37.7611,37.7072,,,rental,4400,closed,,2015-10-04,,Potrero Hill,67,SF
451 Kansas Street #616,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/451-kansas-st-616/,-122.403,37.7639,21.4412,,,rental,3750,closed,,2015-07-20,,Potrero Hill,67,SF
"San Bruno Ave San Francisco, CA 94107",2,1,1000,zillow_sf,http://www.zillow.com/homedetails/San-Bruno-Ave-San-Francisco-CA-94107/2107187073_zpid/,-122.405,37.7621,38.9504,,,rental,4900,open,,,2014-11-19,Potrero Hill,67,SF
"Mississippi St San Francisco, CA 94107",3,2,0,zillow_sf,http://www.zillow.com/homedetails/Mississippi-St-San-Francisco-CA-94107/2101786070_zpid/,-122.394,37.7589,29.5594,,,rental,7500,open,,,2015-07-05,Potrero Hill,67,SF
"Carolina St San Francisco, CA 94107",3,2,1700,zillow_sf,http://www.zillow.com/homedetails/Carolina-St-San-Francisco-CA-94107/2101594035_zpid/,-122.4,37.7589,68.436,,0,rental,7250,closed,72,2015-10-04,2015-07-24,Potrero Hill,67,SF
"(Undisclosed Address) San Francisco, CA 94107",1,1,685,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94107/2111603936_zpid/,-122.399,37.7618,26.841,,,rental,4000,open,,,2015-08-18,Potrero Hill,67,SF
"Missouri St San Francisco, CA 94107",1,1,1284,zillow_sf,http://www.zillow.com/homedetails/Missouri-St-San-Francisco-CA-94107/2101340737_zpid/,-122.396,37.7583,34.0902,,,rental,2400,open,,,2015-08-21,Potrero Hill,67,SF
"708 Wisconsin St, San Francisco, CA 94107",1,1,900,zillow_sf,http://www.zillow.com/homedetails/708-Wisconsin-St-San-Francisco-CA-94107/2101343858_zpid/,-122.399,37.7584,76.6426,,,rental,3600,open,,,2015-08-28,Potrero Hill,67,SF
"1143 Rhode Island St, San Francisco, CA 94107",3,1,1467,zillow_sf,http://www.zillow.com/homedetails/1143-Rhode-Island-St-San-Francisco-CA-94107/2101486589_zpid/,-122.401,37.7553,50.8604,,,rental,5630,open,,,2015-08-21,Potrero Hill,67,SF
"23rd St San Francisco, CA 94107",2,1,850,zillow_sf,http://www.zillow.com/homedetails/23rd-St-San-Francisco-CA-94107/2104925090_zpid/,-122.393,37.7551,15.7617,,,rental,4800,open,,,2015-08-21,Potrero Hill,67,SF
"Missouri St San Francisco, CA 94107",1,1,1284,zillow_sf,http://www.zillow.com/homedetails/Missouri-St-San-Francisco-CA-94107/2101340735_zpid/,-122.396,37.7583,34.0902,,,rental,2200,open,,,2015-08-21,Potrero Hill,67,SF
"1117 De Haro St, San Francisco, CA 94107",1,1,800,zillow_sf,http://www.zillow.com/homedetails/1117-De-Haro-St-San-Francisco-CA-94107/15151571_zpid/,-122.4,37.7557,63.7562,,,rental,2750,open,,,2015-08-23,Potrero Hill,67,SF
"890 Wisconsin St, San Francisco, CA 94107",3,1,1185,zillow_sf,http://www.zillow.com/homedetails/890-Wisconsin-St-San-Francisco-CA-94107/15151601_zpid/,-122.399,37.7561,95.1188,,,rental,5500,open,,,2015-08-23,Potrero Hill,67,SF
"Connecticut St San Francisco, CA 94107",5,3,0,zillow_sf,http://www.zillow.com/homedetails/Connecticut-St-San-Francisco-CA-94107/2101617150_zpid/,-122.397,37.7574,62.5083,,,rental,11500,open,,,2015-08-05,Potrero Hill,67,SF
"1700 22nd St # 2ND, San Francisco, CA 94107",2,1,1300,zillow_sf,http://www.zillow.com/homedetails/1700-22nd-St-2ND-San-Francisco-CA-94107/2101310108_zpid/,-122.398,37.7575,79.2586,,0,rental,4999,closed,26,2015-10-07,2015-09-11,Potrero Hill,67,SF
"319 Arkansas St, San Francisco, CA 94107",1,1,990,zillow_sf,http://www.zillow.com/homedetails/319-Arkansas-St-San-Francisco-CA-94107/15149468_zpid/,-122.398,37.7621,25.5744,,,rental,6250,open,,,2014-05-11,Potrero Hill,67,SF
"451 Kansas St UNIT 552, San Francisco, CA 94107",0,1,469,zillow_sf,http://www.zillow.com/homedetails/451-Kansas-St-UNIT-552-San-Francisco-CA-94107/89238371_zpid/,-122.403,37.7639,21.4412,,,rental,3400,closed,38,2015-10-07,2015-08-30,Potrero Hill,67,SF
"875 Vermont St APT 101, San Francisco, CA 94107",1,2,1026,zillow_sf,http://www.zillow.com/homedetails/875-Vermont-St-APT-101-San-Francisco-CA-94107/2101297385_zpid/,-122.404,37.7586,69.1256,,,rental,3750,open,,,2015-08-26,Potrero Hill,67,SF
"141 Connecticut St, San Francisco, CA 94107",4,2,3600,zillow_sf,http://www.zillow.com/homedetails/141-Connecticut-St-San-Francisco-CA-94107/15148934_zpid/,-122.397,37.7642,16.976,,,rental,11500,open,,,2014-07-11,Potrero Hill,67,SF
"Kansas St San Francisco, CA 94107",1,1,967,zillow_sf,http://www.zillow.com/homedetails/Kansas-St-San-Francisco-CA-94107/2101154559_zpid/,-122.403,37.7577,69.3566,,0,rental,4750,closed,9,2015-10-04,2015-09-25,Potrero Hill,67,SF
1055 Mississippi Street,2,2,1498,climbsf_renting,http://www.climbsf.com/for-rent/1055-mississippi-st/,-122.393,37.7531,28.7601,,,rental,5500,closed,13,2015-10-10,2015-09-27,Potrero Hill,67,SF
"75 Sierra St APT 401, San Francisco, CA 94107",2,2,1175,zillow_sf,http://www.zillow.com/homedetails/75-Sierra-St-APT-401-San-Francisco-CA-94107/79844925_zpid/,-122.395,37.7579,27.7647,2006,0,rental,4400,open,,,2015-09-25,Potrero Hill,67,SF
"552 Vermont St, San Francisco, CA 94107",1,1,724,zillow_sf,http://www.zillow.com/homedetails/552-Vermont-St-San-Francisco-CA-94107/2135986628_zpid/,-122.404,37.7634,33.4602,1900,0,rental,3495,open,,,2015-09-21,Potrero Hill,67,SF
"578 Wisconsin St, San Francisco, CA 94107",2,2,1100,zillow_sf,http://www.zillow.com/homedetails/578-Wisconsin-St-San-Francisco-CA-94107/15149792_zpid/,-122.4,37.7605,34.187,,,rental,4500,open,,,2015-09-28,Potrero Hill,67,SF
"468 Kansas St, San Francisco, CA 94107",1,1,591,zillow_sf,http://www.zillow.com/homedetails/468-Kansas-St-San-Francisco-CA-94107/15148878_zpid/,-122.404,37.7639,23.132,1885,0,rental,3800,open,,,2015-10-05,Potrero Hill,67,SF
"525 Kansas St, San Francisco, CA 94107",3,3,1150,zillow_sf,http://www.zillow.com/homedetails/525-Kansas-St-San-Francisco-CA-94107/15149111_zpid/,-122.403,37.7631,31.9091,,,rental,9500,closed,4,2015-10-12,2015-10-08,Potrero Hill,67,SF
"3317 Washington St, San Francisco, CA 94118",4,3,4998,zillow_sf,http://www.zillow.com/homedetails/3317-Washington-St-San-Francisco-CA-94118/15081817_zpid/,-122.448,37.7897,101.073,1939,0,rental,12995,open,,,2015-09-18,Presidio Heights,69,SF
"Laurel St San Francisco, CA 94118",3,2,2558,zillow_sf,http://www.zillow.com/homedetails/Laurel-St-San-Francisco-CA-94118/2101507161_zpid/,-122.45,37.7878,90.3244,,0,rental,13000,closed,62,2015-10-04,2015-08-03,Presidio Heights,69,SF
"3828 Sacramento St # 3, San Francisco, CA 94118",3,2,1450,zillow_sf,http://www.zillow.com/homedetails/3828-Sacramento-St-3-San-Francisco-CA-94118/15082335_zpid/,-122.456,37.7873,84.275,1980,0,rental,6000,closed,6,2015-10-07,2015-10-01,Presidio Heights,69,SF
26 Waldo Alley,1,1,620,climbsf_rented,http://www.climbsf.com/for-rent/26-waldo-alley/,-122.417,37.797,70.3667,,,rental,0,closed,,2015-10-04,,Russian Hill,70,SF
935 Union Street,2,3,1600,climbsf_rented,http://www.climbsf.com/for-rent/935-union-st/,-122.415,37.7997,56.3208,,,rental,5450,closed,,2014-07-14,,Russian Hill,70,SF
2539 Larkin Street,3,2,0,climbsf_rented,http://www.climbsf.com/for-rent/2539-larkin-st/,-122.421,37.8014,74.4627,,,rental,8500,closed,,2015-10-04,,Russian Hill,70,SF
24 Waldo Alley,1,1,620,climbsf_rented,http://www.climbsf.com/for-rent/24-waldo-alley/,-122.417,37.7971,70.874,,,rental,3500,closed,,2015-06-26,,Russian Hill,70,SF
"748 Bay St, San Francisco, CA 94109",2,2,1105,zillow_sf,http://www.zillow.com/homedetails/748-Bay-St-San-Francisco-CA-94109/2101980661_zpid/,-122.419,37.8049,25.2607,,,rental,7500,open,,,2015-06-13,Russian Hill,70,SF
"35 Bret Harte Ter, San Francisco, CA 94133",2,2,1352,zillow_sf,http://www.zillow.com/homedetails/35-Bret-Harte-Ter-San-Francisco-CA-94133/15063512_zpid/,-122.418,37.8046,22.496,1950,0,rental,5595,closed,12,2015-10-07,2015-09-25,Russian Hill,70,SF
"Lombard St San Francisco, CA 94133",2,1,1150,zillow_sf,http://www.zillow.com/homedetails/Lombard-St-San-Francisco-CA-94133/2103580084_zpid/,-122.419,37.8021,66.8021,,0,rental,6700,closed,87,2015-10-04,2015-07-09,Russian Hill,70,SF
"Grenard Ter San Francisco, CA 94109",2,2,1000,zillow_sf,http://www.zillow.com/homedetails/Grenard-Ter-San-Francisco-CA-94109/2103580240_zpid/,-122.423,37.801,52.7027,,0,rental,7500,closed,74,2015-10-04,2015-07-22,Russian Hill,70,SF
"1075 Vallejo St, San Francisco, CA 94133",2,1,1300,zillow_sf,http://www.zillow.com/homedetails/1075-Vallejo-St-San-Francisco-CA-94133/2101565168_zpid/,-122.415,37.7976,101.38,,,rental,5990,open,,,2015-07-28,Russian Hill,70,SF
"65 Glover St # MIDDLE, San Francisco, CA 94109",1,1,700,zillow_sf,http://www.zillow.com/homedetails/65-Glover-St-MIDDLE-San-Francisco-CA-94109/2101490440_zpid/,-122.42,37.8011,90.1074,,,rental,3650,open,,,2015-08-13,Russian Hill,70,SF
"Vallejo St San Francisco, CA 94109",0,1,350,zillow_sf,http://www.zillow.com/homedetails/Vallejo-St-San-Francisco-CA-94109/2101397086_zpid/,-122.423,37.7968,41.407,,0,rental,3250,closed,51,2015-10-04,2015-08-14,Russian Hill,70,SF
"Lombard St San Francisco, CA 94111",2,2,1705,zillow_sf,http://www.zillow.com/homedetails/Lombard-St-San-Francisco-CA-94111/2101967476_zpid/,-122.419,37.8021,66.8021,,,rental,4995,closed,24,2015-10-04,2015-09-10,Russian Hill,70,SF
"1101 Green St # 601, San Francisco, CA 94109",1,1,919,zillow_sf,http://www.zillow.com/homedetails/1101-Green-St-601-San-Francisco-CA-94109/15066211_zpid/,-122.417,37.7982,89.3432,,,rental,4750,closed,42,2015-10-03,2015-08-22,Russian Hill,70,SF
"2109 Jones St, San Francisco, CA 94133",2,1,0,zillow_sf,http://www.zillow.com/homedetails/2109-Jones-St-San-Francisco-CA-94133/2101660933_zpid/,-122.416,37.8008,40.5116,,0,rental,5500,closed,16,2015-10-04,2015-09-18,Russian Hill,70,SF
"2107 Jones St, San Francisco, CA 94133",3,1,0,zillow_sf,http://www.zillow.com/homedetails/2107-Jones-St-San-Francisco-CA-94133/2101660934_zpid/,-122.416,37.8007,41.9131,,,rental,7250,closed,14,2015-10-01,2015-09-17,Russian Hill,70,SF
"1050 Filbert St, San Francisco, CA 94133",3,3,2600,zillow_sf,http://www.zillow.com/homedetails/1050-Filbert-St-San-Francisco-CA-94133/15065351_zpid/,-122.417,37.8007,47.6711,1907,0,rental,13500,open,,,2015-09-10,Russian Hill,70,SF
"N View Ct San Francisco, CA 94109",4,3,0,zillow_sf,http://www.zillow.com/homedetails/N-View-Ct-San-Francisco-CA-94109/2101144916_zpid/,-122.422,37.8041,35.4467,,0,rental,8995,closed,3,2015-10-04,2015-10-01,Russian Hill,70,SF
"2700 Polk St, San Francisco, CA 94109",1,1,0,zillow_sf,http://www.zillow.com/homedetails/2700-Polk-St-San-Francisco-CA-94109/2101037224_zpid/,-122.423,37.8018,45.3269,,,rental,3350,closed,7,2015-10-01,2015-09-24,Russian Hill,70,SF
"763 Bay St, San Francisco, CA 94109",3,2,1695,zillow_sf,http://www.zillow.com/homedetails/763-Bay-St-San-Francisco-CA-94109/15063559_zpid/,-122.419,37.8047,32.3253,1937,0,rental,9750,open,,,2015-10-02,Russian Hill,70,SF
"999 Green St APT 1504, San Francisco, CA 94133",2,2,1681,zillow_sf,http://www.zillow.com/homedetails/999-Green-St-APT-1504-San-Francisco-CA-94133/15066367_zpid/,-122.415,37.7984,98.9079,,,rental,7350,closed,6,2015-10-09,2015-10-03,Russian Hill,70,SF
"8 Sea Cliff Ave, San Francisco, CA 94121",4,3,3840,zillow_sf,http://www.zillow.com/homedetails/8-Sea-Cliff-Ave-San-Francisco-CA-94121/15088583_zpid/,-122.485,37.7892,23.963,,,rental,14000,open,,,2015-09-18,Sea Cliff,72,SF
"Sea Cliff Ave San Francisco, CA 94121",4,3,3840,zillow_sf,http://www.zillow.com/homedetails/Sea-Cliff-Ave-San-Francisco-CA-94121/2101092200_zpid/,-122.488,37.7887,28.0938,1914,0,rental,14000,closed,15,2015-10-04,2015-09-19,Sea Cliff,72,SF
"290 32nd Ave, San Francisco, CA 94121",3,2,1750,zillow_sf,http://www.zillow.com/homedetails/290-32nd-Ave-San-Francisco-CA-94121/15090587_zpid/,-122.492,37.7838,61.9466,1948,1,rental,1699000,closed,,2015-09-30,,Sea Cliff,72,SF
1782 Quint Street,3,2,1270,climbsf_rented,http://www.climbsf.com/for-rent/1782-quint-st/,-122.399,37.7349,60.0281,,,rental,3600,closed,,2014-07-07,,Silver Terrace,73,SF
"37 Maddux Ave, San Francisco, CA 94124",4,2,850,zillow_sf,http://www.zillow.com/homedetails/37-Maddux-Ave-San-Francisco-CA-94124/15158196_zpid/,-122.398,37.7346,60.0278,1943,0,rental,4500,open,,,2015-09-23,Silver Terrace,73,SF
"2555 Phelps St, San Francisco, CA 94124",2,1,2300,zillow_sf,http://www.zillow.com/homedetails/2555-Phelps-St-San-Francisco-CA-94124/2126210985_zpid/,-122.4,37.7294,15.9994,,,rental,3600,open,,,2013-02-15,Silver Terrace,73,SF
"1740 Oakdale Ave, San Francisco, CA 94124",2,1,0,zillow_sf,http://www.zillow.com/homedetails/1740-Oakdale-Ave-San-Francisco-CA-94124/2101026695_zpid/,-122.393,37.7361,19.2083,,,rental,3000,closed,8,2015-10-04,2015-09-26,Silver Terrace,73,SF
260 King St,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/260-king-st/,-122.394,37.7774,4.2732,,,rental,3500,closed,,2015-10-04,,South Beach,74,SF
555 4th St # 803,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/555-4th-st-803/,-122.397,37.7791,3.09988,,,rental,3500,closed,,2015-10-04,,South Beach,74,SF
555 4th St # 734,1,1,590,climbsf_rented,http://www.climbsf.com/for-rent/555-4th-st-734/,-122.397,37.7791,3.09988,,,rental,0,closed,,2015-10-04,,South Beach,74,SF
235 Berry Street #102,2,2,1255,climbsf_rented,http://www.climbsf.com/for-rent/235-berry-street-102/,-122.394,37.7749,2.62042,,,rental,4300,closed,,2012-01-28,,South Beach,74,SF
201 Harrison Street #711,1,1,795,climbsf_rented,http://www.climbsf.com/for-rent/201-harrison-st-711/,-122.39,37.7877,9.17842,,,rental,2600,closed,,2013-02-28,,South Beach,74,SF
235 Berry Street #107,3,3,2000,climbsf_rented,http://www.climbsf.com/for-rent/235-berry-st-107-2/,-122.394,37.7749,2.44738,,,rental,7500,closed,,2013-03-04,,South Beach,74,SF
338 Spear Street #18B,2,2,1322,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-18b/,-122.391,37.7894,0.0,,,rental,5700,closed,,2013-03-04,,South Beach,74,SF
400 Beale Street #406,2,1,1038,climbsf_rented,http://www.climbsf.com/for-rent/400-beale-st-406/,-122.391,37.7871,7.36737,,,rental,3500,closed,,2013-04-08,,South Beach,74,SF
425 1st Street #907,1,1,819,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-street-907/,-122.392,37.7858,31.017,,,rental,3200,closed,,2013-04-08,,South Beach,74,SF
403 Main Street #410,1,1,960,climbsf_rented,http://www.climbsf.com/for-rent/403-main-st-410/,-122.39,37.7881,6.86612,,,rental,3500,closed,,2013-04-12,,South Beach,74,SF
333 Main Street #4D,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/333-main-st-4d/,-122.391,37.789,1.80794,,,rental,3500,closed,,2015-10-04,,South Beach,74,SF
50 Lansing Street #209,1,1,714,climbsf_rented,http://www.climbsf.com/for-rent/50-lansing-st-209/,-122.394,37.786,27.3115,,,rental,2975,closed,,2013-05-16,,South Beach,74,SF
425 1st Street #2802,2,2,1449,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-2802/,-122.392,37.7858,31.017,,,rental,0,closed,,2015-10-04,,South Beach,74,SF
338 Spear Street #3C,1,1,799,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-3c/,-122.391,37.7894,0.0,,,rental,0,closed,,2015-10-04,,South Beach,74,SF
333 Main Street #7E,2,2,1361,climbsf_rented,http://www.climbsf.com/for-rent/333-main-st-7e/,-122.391,37.789,1.80794,,,rental,4900,closed,,2013-05-31,,South Beach,74,SF
400 Beale Street #506,2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/400-beale-st-506/,-122.391,37.7871,7.36737,,,rental,3700,closed,,2015-10-04,,South Beach,74,SF
88 King Street #904,2,2,1111,climbsf_rented,http://www.climbsf.com/for-rent/88-king-st-904/,-122.389,37.7807,3.99835,,,rental,6250,closed,,2013-07-09,,South Beach,74,SF
325 Berry Street #317,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/325-berry-st-317/,-122.396,37.7736,2.45283,,,rental,3650,closed,,2015-10-04,,South Beach,74,SF
338 Spear Street #39A,2,2,1300,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-39a/,-122.391,37.7894,0.0,,,rental,6700,closed,,2013-08-01,,South Beach,74,SF
333 Main Street #9D,4,2,0,climbsf_rented,http://www.climbsf.com/for-rent/333-main-st-9d/,-122.391,37.789,1.80794,,,rental,5500,closed,,2015-10-04,,South Beach,74,SF
333 Main Street #7B,2,2,1113,climbsf_rented,http://www.climbsf.com/for-rent/333-main-st-7b/,-122.391,37.789,1.80794,,,rental,4475,closed,,2013-08-23,,South Beach,74,SF
229 Brannan Street #12J,2,2,1425,climbsf_rented,http://www.climbsf.com/for-rent/229-brannan-st-12j/,-122.39,37.7826,6.83539,,,rental,5950,closed,,2013-08-29,,South Beach,74,SF
325 Berry Street #701,2,2,1903,climbsf_rented,http://www.climbsf.com/for-rent/325-berry-st-701/,-122.396,37.7736,2.45283,,,rental,6500,closed,,2013-09-18,,South Beach,74,SF
403 Main Street #416,1,1,900,climbsf_rented,http://www.climbsf.com/for-rent/403-main-st-416/,-122.39,37.7881,6.86612,,,rental,3500,closed,,2013-09-26,,South Beach,74,SF
325 Berry Street #614,1,1,680,climbsf_rented,http://www.climbsf.com/for-rent/325-berry-st-614/,-122.396,37.7736,2.45283,,,rental,3350,closed,,2013-09-27,,South Beach,74,SF
301 Main Street #6B,2,2,1793,climbsf_rented,http://www.climbsf.com/for-rent/301-main-st-6b/,-122.391,37.7894,4.83899e-05,,,rental,6600,closed,,2013-10-01,,South Beach,74,SF
219 Brannan Street #7E,2,2,1116,climbsf_rented,http://www.climbsf.com/for-rent/219-brannan-st-7e/,-122.39,37.783,4.0227,,,rental,5200,closed,,2013-10-15,,South Beach,74,SF
338 Spear Street #21G,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-21g/,-122.391,37.7894,0.0,,,rental,0,closed,,2015-10-04,,South Beach,74,SF
555 4th Street #417,2,2,1111,climbsf_rented,http://www.climbsf.com/for-rent/555-4th-st-417/,-122.397,37.7791,3.09988,,,rental,4000,closed,,2013-11-19,,South Beach,74,SF
