,address,ypred,list,gain-loss,url,rent,cap rate
7372919,"155 Deerfield St, Houston, TX 77022 ",244020.96875,209000,35020.96875,https://www.zillow.com/homedetails/155-Deerfield-St-Houston-TX-77022/27887004_zpid/,3877.977294921875,0.22265897876794258
7386135,"3003 Cliffdale St, Houston, TX 77091 ",134184.34375,100000,34184.34375,https://www.zillow.com/homedetails/3003-Cliffdale-St-Houston-TX-77091/28081296_zpid/,5380.70068359375,0.6456840625
7372084,"1709 Gano St, Houston, TX 77009 ",223015.859375,189000,34015.859375,http://www.zillow.com/homedetails/1709-Gano-St-Houston-TX-77009/121102212_zpid/,1641.8675537109375,0.10424555638227513
7383546,"8829 Spaulding St, Houston, TX 77016 ",88947.953125,55000,33947.953125,http://www.zillow.com/homedetails/8829-Spaulding-St-Houston-TX-77016/27897906_zpid/,1640.3402099609375,0.35789240056818183
6712103,"914 Joyce St, Houston, TX 77009 ",193501.390625,160000,33501.390625,http://www.zillow.com/homedetails/914-Joyce-St-Houston-TX-77009/27875205_zpid/,4538.888671875,0.340416650390625
5225789,"3407 Almond Creek Dr, Houston, TX 77059 ",297502.78125,264900,32602.78125,http://www.zillow.com/homedetails/3407-Almond-Creek-Dr-Houston-TX-77059/28525349_zpid/,4143.4833984375,0.18770026719988675
7414338,"1103 Country Place Dr, Houston, TX 77079 ",237398.375,205000,32398.375,https://www.zillow.com/homedetails/1103-Country-Place-Dr-Houston-TX-77079/28162928_zpid/,791.1768188476562,0.046312790586890244
1898736,"1323 Glenwood Canyon Ln, Houston, TX 77077 ",352046.3125,320000,32046.3125,https://www.zillow.com/homedetails/1323-Glenwood-Canyon-Ln-Houston-TX-77077/97648031_zpid/,1343.399658203125,0.05037748718261719
2054867,"11910 Mullins Dr, Houston, TX 77035 ",280305.75,249000,31305.75,https://www.zillow.com/homedetails/11910-Mullins-Dr-Houston-TX-77035/28032071_zpid/,3646.808837890625,0.17574982743473896
7398413,"766 Marjorie St, Houston, TX 77088 ",225726.453125,195000,30726.453125,https://www.zillow.com/homedetails/766-Marjorie-St-Houston-TX-77088/97604205_zpid/,2243.498779296875,0.13806145833333333
7421164,"15915 Craighurst Dr, Houston, TX 77059 ",317308.375,289000,28308.375,https://www.zillow.com/homedetails/15915-Craighurst-Dr-Houston-TX-77059/28249019_zpid/,1918.41748046875,0.07965747323745674
1888926,"805 Cresline St, Houston, TX 77076 ",213177.40625,184900,28277.40625,https://www.zillow.com/homedetails/805-Cresline-St-Houston-TX-77076/27926109_zpid/,3346.026123046875,0.2171569091400757
2336422,"13810 Barrett Ridge Ln, Houston, TX 77044 ",345909.625,318875,27034.625,https://www.zillow.com/homedetails/13810-Barrett-Ridge-Ln-Houston-TX-77044/123239987_zpid/,1470.8118896484375,0.0553500343002744
7411382,"1996 Honey Meadow Ln, Houston, TX 77089 ",291594.8125,265000,26594.8125,https://www.zillow.com/homedetails/1996-Honey-Meadow-Ln-Houston-TX-77089/124871190_zpid/,1016.7662963867188,0.04604224646226415
1906007,"9323 Greenwillow St, Houston, TX 77096 ",354967.90625,329000,25967.90625,https://www.zillow.com/homedetails/9323-Greenwillow-St-Houston-TX-77096/28046938_zpid/,1279.13623046875,0.046655424819528876
1932771,"13719 Lake Livingston Dr, Houston, TX 77044 ",305821.15625,280000,25821.15625,https://www.zillow.com/homedetails/13719-Lake-Livingston-Dr-Houston-TX-77044/84065231_zpid/,6835.5947265625,0.2929540736607143
7373078,"6502 S Briar Bayou Dr, Houston, TX 77072 ",100591.828125,74900,25691.828125,http://www.zillow.com/homedetails/6502-S-Briar-Bayou-Dr-Houston-TX-77072/28162065_zpid/,2952.6943359375,0.4730618428738318
1908582,"13703 Brighton Park Dr, Houston, TX 77044 ",264469.21875,239900,24569.21875,https://www.zillow.com/homedetails/13703-Brighton-Park-Dr-Houston-TX-77044/68413959_zpid/,4772.50927734375,0.23872492444768653
2485824,"9705 Fabiola Dr, Houston, TX 77075 ",214380.875,189900,24480.875,https://www.zillow.com/homedetails/9705-Fabiola-Dr-Houston-TX-77075/84059788_zpid/,1973.7178955078125,0.1247215125559505
7419091,"7518 Carew St, Houston, TX 77074 ",152969.0625,129000,23969.0625,https://www.zillow.com/homedetails/7518-Carew-St-Houston-TX-77074/28063987_zpid/,3598.083740234375,0.3347054566375969
1905866,"3716 Omeara Dr, Houston, TX 77025 ",308478.15625,285900,22578.15625,https://www.zillow.com/homedetails/3716-Omeara-Dr-Houston-TX-77025/80550070_zpid/,3529.459228515625,0.14814099936603708
7394680,"5722 Pershing St, Houston, TX 77033 ",119759.9453125,99000,20759.9453125,https://www.zillow.com/homedetails/5722-Pershing-St-Houston-TX-77033/27943332_zpid/,2513.947998046875,0.3047209595959596
7405812,"3304 Live Oak St, Houston, TX 77004 ",110270.1953125,90000,20270.1953125,https://www.zillow.com/homedetails/3304-Live-Oak-St-Houston-TX-77004/27758626_zpid/,6287.10546875,0.8382807291666666
